Line Number,Sentence
1,வரலாற்றறிஞர் வெ.,False
2,"சாமிநாத சர்மா நூல் திரட்டு மாஜினி, மாஜினியின் மனிதன் கடமை, மாஜினியின் மணிமொழிகள் ஆசிரியர் வெ.",False
3,சாமிநாத சர்மா தமிழ்மண் பதிப்பகம் நூற் குறிப்பு நூற்பெயர் வெ.,False
4,சாமிநாத சர்மா நூல்திரட்டு ஆசிரியர் வெ.,False
5,சாமிநாத சர்மா பதிப்பாளர் இ.,False
6,"படிகள் நூலாக்கம் பாவாணர் கணினி தி.நகர், சென்னை .",False
7,அட்டை வடிவமைப்பு இ.,False
8,"இனியன் அச்சிட்டோர் வெங்கடேசுவரா ஆப்செட் பிரிண்டர் ஆயிரம் விளக்கு, சென்னை .",False
9,"வெளியீடு வளவன் பதிப்பகம் , சிங்காரவேலர் தெரு, தியாகராயர்நகர், சென்னை .",False
10,அணிந்துரை எழுத்திடைச் செழித்தச் செம்மல் வெ.,False
11,ஆங்கிலக் கணக்குப்படி இன்று என்னுடைய வது பிறந்த நாள்.,False
12,வாழ்க்கைப் பாதையில் அறுபத்தைந்தாவது மைல் கல்லைக் கடந்து விட்டேன்.,False
13,என்ன சாதித்துவிட்டேன்?,False
14,அதைச் சொல்ல எனக்கு சந்ததிகள் இல்லை.,False
15,ஆனால் வருங்காலத் தமிழுலகம் ஏதாவது சொல்லுமென்று நினைக்கிறேன்.,False
16,அதைக் கேட்டு அவர் புன்னகை பூத்தார்.,False
17,ஆமாம் வெ.,False
18,சாமிநாத சர்மாவின் நூல்கள் தமிழக முதல்வர் கலைஞர் மு.,False
19,கருணாநிதி ஆட்சி காலத்தில் கி.பி.,False
20,த்தில் நாட்டுடைமை யாக்கப்பட்டது.,False
21,"இவற்றிற்கெல்லாம் மணிமகுடம் வைப்பது போன்று, வளவன் பதிப்பகம் சாமிசாத சர்மா அவர்களுடைய நூல்கள் அனைத்தையும் பல தொகுதிகளாக வெளியிடுகின்றது.",False
22,ஆண்டுகால வாழ்க்கையில் சாமிநாத சர்மாவின் இலக்கிய வாழ்க்கை ஆண்டுகாலமாகும்.,False
23,அவருடைய நூல்கள் அவருடைய இலக்கிய வாழ்க்கையின் சுடர் மணிகளாக ஒளிவீசிக் கொண்டிருக் கின்றன.,False
24,"இராமகிருஷ்ணபுரம், வது தெரு, மேற்குமாம்பலம், சென்னை .",False
25,மணி வெ.,False
26,"இன்றும், என்றும் நாம் நன்றியுடன் நினைவு கூறவேண்டியவர்களில் பெரும் பங்காற்றியச் சிறப்புக்கு உரியவர், திரு.",False
27,சாமிநாத சர்மா அவர்கள்.,False
28,சர்மாஜி என்று அனைவராலும் அழைக்கப் பட்டவர்.,False
29,தமிழ்த் தென்றல் திரு.வி.க.வின் தம்பி என போற்றப்பட்டவர்.,False
30,அவருடன் குருசீடர் உறவுப் பிணைப் போடு பணியாற்றியவர்!,False
31,"சுதந்திரமான எழுத்துத் துறையில் ஈடுபாடு கொண்டதால் அரசுப் பணியை உதறிவிட்டு, இதழியல் துறையைத் தேர்ந்தெடுத்தவர்.",False
32,மூன்று ஆண்டுகள் திரு.,False
33,"நடத்திய தேச பக்தன் நாளேட்டிலும், பன்னிரெண்டு ஆண்டுகள் நவசக்தி கிழமை இதழிலும், இரண்டாண்டுகள் சுயராஜ்யா நாளேட்டிலும் உதவியாசிரியராகப் பணியாற்றினார்.",False
34,சென்னை தமிழ் எழுத்தாளர் சங்க வெளியீடான பாரதியில் ஓராண்டு ஆசிரியராக இருந்தார்.,False
35,செட்டியார் அயல் நாடு சென்றிருந்தபோது அவரது குமரி மலர் மாத இதழுக்கு ஆசிரியராய்ப் பொறுப்பேற்றிருந்த பெருமையும் இவருக்கு உண்டு.,False
36,தமிழ்த் தென்றல் திரு.,False
37,". மகாகவி பாரதியார், பரலி சு.",False
38,"நெல்லையப்பர், வீர விளக்கு வ.",False
39,"ஐயர், தியாகச் செம்மல் சுப்பிரமணிய சிவா, அக்ரஹாரத்து அதிசய மனிதர் வ.",False
40,"பேராசிரியர் கல்கி, உலகம் சுற்றிய தமிழர் திரு.",False
41,செட்டியார் முதலான தமிழ் கூறும் நல்லுலக மேதைகளுடன் நெருங்கிய தொடர்பு கொண்டிருந்தவர் சர்மாஜி.,False
42,"இவரது இல்லற வாழ்க்கை இலட்சியப் பிடிப்பாலும், தமிழ்ப்பணியாலும் சிறப்பு பெற்றது.",False
43,தம்பதியர் இருவருமே அண்ணல் காந்தியின் பக்தர்கள்.,False
44,இத்தகைய பாக்கியம் பெற்ற எழுத்தாளர்கள் ஒரு சிலரே!,False
45,தம்மிருவரின் ஒத்துழைப்பால் தோன்றிய நூல்களையே தங்கள் குழந்தைகளாக எண்ணி மகிழ்ந்தனர் அந்த ஆதர்ச தம்பதியர்.,False
46,"ஆங்கிலம், தமிழ், வட மொழி, தெலுங்கு, கன்னடம், இந்தி ஆகிய ஆறு மொழிகளை அறிந்திருந்தவர் அம்மையார்.",False
47,தனக்கு உற்றத் துணையாயிருந்த மனையாள் உயிர் நீத்தது சர்மாஜியைத் துயரக் கடலில் ஆழ்த்தியது.,False
48,தனது ஆற்றாமையை தன் நண்பருக்கு எழுதிய கடிதங்கள் வாயிலாக வெளிப் படுத்தினார்.,False
49,இவைதான் பின்னர் அவள் பிரிவு என்று நூலாக்கம் பெற்றது.,False
50,இரங்கூனுக்குச் சென்ற சர்மாஜி இல் ஜோதி மாத இதழை தொடங்கினார்.,False
51,பத்திரிகை உலகிற்கு ஒரு புதிய வெளிச்சமாக அமைந்தது ஜோதி.,False
52,பிற்காலத்தில் பிரபலமான எழுத்தாளர்களில் பலரும் ஜோதியில் தங்கள் எழுத்தாற்றலை வெளிப்படுத்தியவர்கள்தாம்.,False
53,புதுமைப் பித்தனின் விபரீத ஆசை முதலான கதைகள் ஜோதியில் வெளிவந்தவையே!,False
54,இரண்டாம் உலகப் போரில் இரங்கூனில் பெய்த குண்டு மழைக்கு நடுவிலும் ஜோதி அணையாமல் தொடர்ந்து சுடர்விட்டது குறிப்பிடத்தக்கது.,False
55,போர்க் காலத்தில் குடும்பத்தோடு அவர் மேற்கொண்ட பர்மா நடைப் பயணம் துன்பங்கள் நிறைந்தது.,False
56,தனது உடமைகளில் எழுது பொருட் களையே முதன்மையாகக் கருதினார்.,False
57,"உயிருக்கு உத்திரவாதமற்ற சூழலில், உயிர் போவதற்குள் தான் மேற்கொண்டிருந்த மொழிபெயர்ப்புப் பணியை முடித்தே ஆகவேண்டும் என்பதில் தீர்க்கமாக இருந்தார்.",False
58,மெழுகுவர்த்தி வெளிச்சத்தில் பாதுகாப்புக் குழியில் இருந்தபடி மொழிபெயர்த்து எழுதி முடிக்கப்பட்டதுதான் பிளாட்டோவின் அரசியல் என்ற உலகம் போற்றும் நூல்.,False
59,"சர்மாவின் நூல்களை வெளியிடுவதற்காகவே இரங்கூனில் தோற்றுவிக்கப்பட்ட பிரபஞ்ச ஜோதி பிரசுராலயம், பின்னர் புதுக்கோட்டைக்கு மாற்றப்பட்டது.",False
60,வரலாறு என்பது உண்மை களை மட்டுமே தாங்கி நிற்க வேண்டும் என்பதில் பிடிவாதமாக இருந்தவர் சர்மாஜி.,False
61,இன்றளவும் இச்சிறப்பில் இவருக்கு இணை இவரே என்பது மிகையல்ல!,False
62,இப்பண்பே அவரது நூல்களின் மிகச் சிறந்த அம்சமாகும்.,False
63,சர்மாவின் மொழிபெயர்ப்பு நூல்கள் தமிழ் மக்களிடையே மிகவும் புகழ்ப் பெற்றவை.,False
64,சாதாரன வாசகனுக்கும் புரியக் கூடியவை.,False
65,மூல நூலின் வளத்தைக் குறைக்காதவை.,False
66,"ஆக்கியோன் உணர்த்த நினைத்ததை சற்றும் பிசகாமல் உள்ளடக்கி, மொழியின் லாவகத்தோடு சுவைக் குன்றாமல் பெயர்த்துத் தரப்பட்டவை.",False
67,", , , , , ?",False
68,முதலான நூல்களைப் படித்தவர்களுக்கு இது நன்கு விளங்கும்.,False
69,எழுபதுக்கும் மேற்பட்ட மணி மணியான நூல்களை சர்மாஜி எழுதினார்.,False
70,என்ற ஆங்கில நூலும் அவற்றில் அடங்கும்.,False
71,ஏற்கனவே படித்து அனுபவித்த வர்கள் தங்கள் அனுபவத்தைப் புதுப்பித்துக் கொள்ளலாம்.,False
72,இதன் பொருட்டு திரு.,False
73,"இளவழகன் அவர்களுக்கும், அவர்தம் மகன் இனியனுக்கும் நாம், தமிழர் என்ற வகையில் நன்றி பாராட்ட கடமைப்பட்டுள்ளோம்.",False
74,பதிப்புத் துறையில் வரலாறு படைத்து வரும் கோ.,False
75,இளவழகன் வரலாற்றறிஞர் சர்மாவின் நூல்களை வெளியிடுவது பொருத்தமே!,False
76,", பழனியப்பா நகர், திருகோகர்ணம் அஞ்சல், ஞானாலயா பி.",False
77,கிருஷ்ணமூர்த்தி புதுக்கோட்டை .,False
78,டோரதி கிருஷ்ணமூர்த்தி பதிப்புரை !,False
79,தம்மை உயர் தகுதி உடையவர்களாக்கிக் கொண்ட மாந்தர்களைத் தான் வரலாற்று ஆசிரியர்கள் உலகுக்கு வரலாறாக வடித்துத் தந்துள்ளனர்.,False
80,"சாதிப்பித்தும், சமயப்பித்தும், கட்சிப்பித்தும் தலைக்கேறி தமிழ்க் குமுகாயத்தைத் தலைநிமிரா வண்ணம் சீரழித்து வருகிறது.",False
81,மொழி இன நாட்டுணர்வு குன்றிக் குலைந்து வருகிறது.,False
82,இச்சீரழிவில் இருந்து தமிழர்களை மீட்டெடுக்க வேண்டும்.,False
83,இளமைப் பழக்கம் வாழ்நாள் முழுவதும் உதவும்.,False
84,சர்மா தாம் எழுதிய நூல்களின் வழியாக மக்களிடம் பேசியவர்.,False
85,மக்கள் இவரின் நூல்களைப் படிக்கும் போது அந்த நூல்களின் கதைத் தலைவனோடு நெருங்கி இருப்பதைப் போன்ற உணர்வை ஏற்படுத்தியவர்.,False
86,இவரின் உரைநடை நீரோட்டம் போன்றது.,False
87,தமிழ் உரைநடைக்குப் புத்துயிர் ஊட்டிப் புதுவாழ்வு அளித்தவர்.,False
88,வேம்பாகக் கசக்கும் வரலாற்று உண்மைகளை சர்க்கரைப் பொங்கலாக தமிழ் குமுகாயத்திற்குத் தந்தவர்.,False
89,சாமிநாத சர்மா நூல்களை எழுதியுள்ளார்.,False
90,"இதில் தலைவர்கள், அறிவியல் அறிஞர்களின் வரலாற்று இலக்கி யங்கள் ஆகும்.",False
91,இதனை நூல் திரட்டுகளாக வெளியிடுகிறோம்.,False
92,ஏனைய நூல்களையும் மிக விரைவில் தமிழ் கூறும் உலகுக்கு வழங்க உள்ளோம்.,False
93,வடமொழியின் ஆளுமை மேலோங்கி இருந்த காலத்தில் இவரின் தமிழ் உரைநடை வெளிவந்த காலமாகும்.,False
94,அந்தக் காலப் பேச்சு வழக்கையே மொழிநடையின் போக்காக அமைத்துக் கொண்டு நூலினை உருவாக்கி யுள்ளார்.,False
95,"மரபு கருதி உரை நடை யிலும், மொழிநடையிலும், மேலட்டைத் தலைப்பிலும் மாற்றம் செய்யாது நூலை அப்படியே வெளியிட்டுள்ளோம்.",False
96,தலைவர்களின் வரலாற்று இலக்கியங்களைப் படியுங்கள்.,False
97,அவர்களின் வாழ்வை நெஞ்சில் நிறுத்துங்கள்.,False
98,"தமிழின மேன்மைக்கும், வளமைக்கும் தம் பங்களிப்பைச் செய்ய முன் வாருங்கள்.",False
99,நூலாக்கத்திற்கு உதவிய அனைவருக்கும் எம் நன்றி உணர்வை தனிப்பக்கத்தில் குறித்துள்ளோம்.,False
100,பதிப்பாளர் நுழையுமுன்...,False
