Line Number,Sentence
1,தமிழ்க்கொடை ஆசிரியர் திருவாரூர்வி.,False
2,கலியாணசுந்தரனார் தொகுப்பாசிரியர் இரா.,False
3,இளங்குமரனார் பதிப்பாளர் கோ.,False
4,இளவழகன் நூற் குறிப்பு நூற்பெயர் திரு.வி.க.,False
5,தமிழ்க்கொடை ஆசிரியர் திருவாரூர்வி.,False
6,கலியாணசுந்தரனார் தொகுப்பாசிரியர் இரா.,False
7,இளங்குமரனார் பதிப்பாளர் கோ.,False
8,"படிகள் நூலாக்கம் பாவாணர் கணினி தி.நகர், சென்னை .",False
9,அட்டை வடிவமைப்பு இ.,False
10,"இனியன் அச்சிட்டோர் வெங்கடேசுவரா ஆப்செட் பிரிண்டர் ஆயிரம் விளக்கு, சென்னை .",False
11,"வெளியீடு தமிழ்மண் பதிப்பகம் , சிங்காரவேலர் தெரு, தியாகராயர்நகர், சென்னை .",False
12,நுழைவுரை தமிழக வரலாற்றில் இருபதாம் நூற்றாண்டு பல்வேறு நிலைகளில் சிறப்பிடம் பெறத்தக்க குறிப்புகளை உடையது.,False
13,"பன்னூறு ஆண்டுகளுக்குப் பின் மொழியுணர்ச்சியும், கலை யுணர்ச்சியும் வீறுகொண்டெழுந்த நூற்றாண்டு.",False
14,இந்த நூற்றாண்டின் முற்பகுதியில் தமிழ்நாட்டின் வரலாற்றை பண்பாட்டை வளப்படுத்திய பெருமக்களுள் தமிழ்த்தென்றல் திரு.வி.கலியாணசுந்தரனாரும் ஒருவர்.,False
15,இவர் உரைநடையை வாளாக ஏந்தித் தமிழ்மண்ணில் இந்தியப் பெருநிலத்தின் விடுதலைக்கு உன்னதமான பங்களிப்பைச் செய்தவர் வணங்கத் தக்கவர்.,False
16,நினைவு தெரிந்த நாள்முதல் பொதுவாழ்வில் ஈடுபாடுடை யவன் நான்.,False
17,தமிழ்த்தென்றல் திரு.வி.க.,False
18,தமிழ் வாழ்வு வாழ்ந்தவர்.,False
19,நூல்களைப் பன்முகப்பார்வையுடன் எழுதித் தமிழர்களுக்கு அருந்தமிழ்க் கருவூலமாக வைத்துச்சென்றவர்.,False
20,"இவற்றைக் காலவரிசைப்படுத்தி, பொருள்வழியாகப் பிரித்து வெளியிட் டுள்ளோம்.",False
21,"இவர்தம் உணர்வின் வலிமை யும், பொருளாதார விடுதலையும், தமிழ் மொழியின் வளமையும் இந் நூல்களில் மேலோங்கி நிற்கின்றன.",False
22,"இந்நூல்களைத் தமிழ் கற்கப் புகுவார்க்கும், தமிழ் உரைநடையைப் பயில விரும்பு வார்க்கும் ஊட்டம் நிறைந்த தமிழ் உணவாகத் தந்துள்ளோம்.",False
23,"இன்றும், என்றும் உயிர்ப்பும் உணர்வும் தரத்தக்கவை.",False
24,தமிழர்கள் எண்ணிப் பார்ப்பார்களாக.,False
25,"பகுத்தறிவுப் பகலவன் தந்தை பெரியாரும், தமிழ்ப் பதிப்புலக மேதையும் செந்தமிழைச் செழுமைப்படுத்திய செம்மலைப் பற்றிக் கூறிய வரிகளைப் பார்ப்போம்.",False
26,தனக்கென வாழ்பவர்கள் ஒவ்வொருவரும் கலியாண சுந்தரனார் அவர்களைப் படிப்பினையாகக் கொள்வார்களாக தந்தை பெரியார்.,False
27,தோன்றியதால் புலவர் நடை மறைந்தது எளிய நடை பிறந்தது.,False
28,தொய்வு நடை அகன்றது துள்ளு தமிழ் நடை தோன்றியது.,False
29,கதைகள் மறைந்தன கருத்துக்கள் தோன்றின.,False
30,சாதிகள் கருகின சமரசம் தோன்றியது.,False
31,தமிழர் அனைவரும் உளம்கொள்ளத்தக்கவை இவை.,False
32,தாய்மொழியாம் தமிழ்மொழி மீது அளப்பரிய காதல் கொண்டவர் திரு.வி.க.,False
33,இவர் பேச்சும் எழுத்தும் தமிழ் மூச்சாக இருந்தன.,False
34,தமிழ்நாட்டு அரசியல் மேடைகளில் ஆங்கிலமே பேச்சுமொழியாக மதிக்கப்பட்ட காலத்தில் தமிழுக்குத் தென்ற லாக வந்து மகுடம் சூட்டிய பெருமையாளர்.,False
35,"தமிழின் தமிழனின் எழுச்சியை அழகுதமிழில் எழுதி உரைநடைக்குப் புதுப்பொலி வும், மேடைத் தமிழுக்கு மேன்மையும் தந்த புரட்சியாளர்.",False
36,அவர்க்கு எம் நெஞ்சார்ந்த நன்றி.,False
37,"என்பதை வாழும் தலைமுறையும், வருங்காலத் தலைமுறையும் அறிந்துகொள்ள வேண்டும் பயன்கொள்ள வேண்டும் எனும் விருப்பத்தோடு இந்நூல்களை வெளியிட்டுள்ளோம்.",False
38,தமிழ்த்தென்றல் திரு.வி.க.,False
39,விரவியிருக்கும் தமிழ் நூல்களுக்கிடையில் இத் தொகுப்புகள் தமிழ் மணம் கமழும் ஒரு பூந்தோட்டம் ஒரு பழத்தோட்டம்.,False
40,பூக்களை நுகர்வோம் பழங்களின் பயனைத் துய்ப்போம்.,False
41,தமிழ்மண்ணில் புதிய வரலாறு படைப்போம்.,False
42,வெனும் பெயரில் திருவிருக்கும் தமிழிருக்கும்!,False
43,வெனும் பெயரில் திருவாரூர்ப் பெயரிருக்கும்!,False
44,வெனும் பெயரால் தொழிலாளர் இயக்கங்கள் செறிவுற்றோங்கும்!,False
45,வெனும் பெயரால் பொதுச்சமயம் சீர்திருத்தம் திகழுமிங்கே!,False
46,பாவலரேறு பெருஞ்சித்திரனார் இந்நூல் உருவாக்கத்திற்கு துணை நின்றோர் அனை வருக்கும் எம் நன்றியும் பாராட்டும்.,False
47,"இளவழகன் பதிப்பாளர் கொடையுரை உள்ளொளி திவான்பகதூர் தெய்வசிகாமணியார் மணிவிழாப் பொழிவாக வெளிப்பட்டு, நூலாக்கம் பெற்றது உள்ளொளி.",False
48,திரு.வி.க.வின் முழுதுறு ஈடுபாடு மட்டும் உள்ளொளிப் பொருள் அன்று.,False
49,"மணிவிழா நாயகரும், மணிமணியான கருத்துகளைக் கூர்ஞ் செவிகளுக்கு விருந்தாகக் கொள்ளத் தேங்கிக் கிடந்த பெருமக்களும் காரணர் ஆவர்.",False
50,"இந்நாள் இப்படியொரு பொழிவு மணிவிழா மேடையில் நிகழின், செவிதருவார் ஓரைவர் ஒருபதின்மரேனும் ஒன்றி உளங்கூர்ந்து இருப்பரோ?",False
51,ஏழுநாள் பொழிவு ஏற்பாடாம் மணிவிழாவுக்கு.,False
52,அவ்வேழு நாள் பொழிவுகளில் முப்பொழிவு திரு.வி.க.,False
53,"அம்முப்பொழிவுகளும், உள்ளமும் உருவமும், உள்ளுணர்வும் வழிபாடும், உள்ளொளி என்பனவாம்!",False
54,உள்ளொளியே உயிர் அதற்குக் கரணம் உள்ளுணர்வும் வழிபாடும் அதன் உடல் உள்ளமும் உருவமும் என்றும் தெளிவிக் கிறார்.,False
55,உள்ளம் என்பது பலபொருள் ஒருசொல் இங்கே உள்வதன் மேலது.,False
56,உள்வது நினைப்பது.,False
57,உள்ளம் எது?,False
58,மனம் என்பது உள்ளம் என்பதன் பொருள் விளக்கம்.,False
59,மனம் எங்கே இருக்கிறது?,False
60,எனின் நெஞ்சத் தாமரையைக் காட்டுவர்.,False
61,"ஆனால் மேல்நாட்டு அகத்திணையர் ஆய்வு, மனம் மூளையில் இருக்கிறது என்கிறது.",False
62,மூளையில் ஏற்பட்ட கலக்கம் மனத்துக்கும் ஏற்படுகிறது.,False
63,"கவலையால் நரம்புத் தளர்ச்சியுறுவ துண்டு, அது மூளைக்கும் மனத்துக்கும் உள்ள தொடர்பையும் தளர்ச்சியுறச் செய்யும்.",False
64,மூளைக் கோளாறு மனக் கோளாறு ஆகும்.,False
65,"ஆகவே மூளை ஒழுங்கும், நரம்பு ஒழுங்கும், மன ஒழுங்கும் வாழ்வுக்கு இன்றியமையாதன என்பதை விளக்குகிறார்.",False
66,"மனத்தின் கூறுகளை மேல் நடு அடி என்று மூன்றாகவோ, புறம் அகம் என்று இரண்டாகவோ கொள்ளலாம் என்னும் திரு.வி.க.",False
67,"மேல், நடு, அடி மனவியல்புகளைச் சாட்டுகிறார்.",False
68,பொல்லாத புறமனம் குவிந்து குவிந்து நடுமனமாகும்.,False
69,குறும்புச் சேட்டைகளினின்று படிப்படியே விடுதலையடையும்.,False
70,நடுமனம் நல்வழியில் செல்லச் செல்ல அதற்குப் புறத்தாக்குதல் படிப்படியே அற்றுப் போகும்.,False
71,நாளடைவில் அஃது அடிமனமாகும்.,False
72,அடிமனம் அரும்பும்போதே அஃது அறத்தின் உறையு ளாகும்.,False
73,எல்லா நலன்களும் முளையும் இடம் அதுவே.,False
74,புறமனம் பொறி புலன்களின் கலப்புடையது.,False
75,அதனால் அது கட்டு உடையதாகிறது.,False
76,நடுமனமோ பொறி புலன்களின் கலப்பில்லாதது.,False
77,அதனால் அதை எப்பொறியும் எப்புலனும் கட்டுப்படுத்துவதில்லை.,False
78,மனவிளக்கம் எல்லார்க்கும் ஒருவித மாக உறுவதில்லை.,False
79,விளக்கமே உறாத பிறவிகளும் உண்டு என்கிறார்.,False
80,நடுமன எழுச்சியை நல்வழியில் பயன்படுத்தினால் அடிமனம் முகிழ்க்கும் அகக்கண் திறக்கும் மானதக் காட்சி கூடும்.,False
81,ஒருவர் ஒரு மொழியில் வல்லவராய் ஒரு நாட்டில் இருப்பர்.,False
82,மற்றொருவர் வேறுமொழியில் வல்லவராய் இன்னொரு நாட்டில் இருப்பர்.,False
83,இருவர் உள்ளத்திலும் ஒரே கருத்துப் படிந்து அவரவர் மொழியில் அது வெளிவரும்.,False
84,காரணம் இருவர் அகக் கண்ணும் திறக்கப் பெற்றமையாகும்.,False
85,அகக் கண்ணர்க்கு மொழி வேற்றுமையுமில்லை.,False
86,பிற வேற்றுமை களும் இல்லை.,False
87,அற்புதங்கள் செய்வாரைத் தெய்வீகர் என உலகம் மயங்குவதைச் சுட்டி திரு.வி.க.,False
88,"அற்புதத்தை மதிக்கும் பேதைமை, உலகை விட்டு அகலுதல் வேண்டும்.",False
89,அற்புதம் சிறந்ததா?,False
90,போதனை சிறந்ததா?,False
91,போதனையே சிறந்ததாம்.,False
92,அற்புதங்களைக் கொண்டு பெரி யோர்க்கு உலகம் மதிப்பளித்தலைக் கண்ட பௌராணிகம் அற்புதக் கதைகளைப் பெருக்கிவிட்டது.,False
93,எனக்குத் தெரிந்த அளவில் பதினொருவர் தம்மை இராமலிங்க சுவாமிகள் என்று கரந்து கரந்து சொல்லித் திரிகின்றனர்.,False
94,அற்புதங்களுக்கு மதிப்பளித்தல் ஆன்ம ஞான முயற்சிக்குக் கேடு சூழ்வதாகும்.,False
95,"அடிமனம் மலர மலர, காமன் எரியுண்பான் காலன் உதையுண்பான் பொய்யாயின எல்லாம் பொய்யாகும் மெய்யாயின வெல்லாம் மெய்யாகும்.",False
96,அடங்கிய மனம் வறுக்கப்பட்ட நெல்லைப் போலவும் நஞ்சற்ற பாம்பைப் போலவுமாகும்.,False
97,அந்நிலையில் மனம் நல்லதாய்க் குரு போல உள்ளொளிக்குத் துணையும் செய்வதாகும் என மும்மன ஆய்வை முடிக்கும் திரு.வி.க.,False
98,எண்ணம் உலகியலில் பாய்கிறது.,False
99,இப்பொழிவு நிகழ்ந்த காலத்தில் அணுகுண்டு காணப்பட வில்லை என்பது எண்ணத்தக்கது.,False
100,கூறுகிறார் தற்கால உலகம் எப்படி இருக்கிறது?,False
101,சொல்ல நா எழவில்லை.,False
102,என்றும் காணாத கொடிய கொலைப் போரை உலகம் காண்கிறது படாதபாடு படுகிறது இன்னும் சின்னாளில் நாமெல்லாம் எங்கே இருப்போமோ?,False
103,உற்றார் உறவினர் எங்கிருப்பரோ?,False
104,வீடு வாசல்களும் கன்று காலிகளும் எந்நிலை அடையுமோ?,False
105,எறிகுண்டுக்கலையும் பீரங்கிக் கலையும் நீர்மூழ்கிக் கலையும் அல்லவோ பெருவிவிட்டன?,False
106,இவைகள் எல்லாம் தீய எண்ணங்களின் பரிணாமம் என்று இரங்குகிறார்.,False
107,அலையும் உள்ளத்திற்கு ஒரு கொழு கொம்பு தேவை.,False
108,கொழுகொம்பு எது?,False
109,என்று கூறி உருவ ஆய்வு செய்கிறார்.,False
110,உருவம் என்றதும் சிலர்க்கு எரி உண்டாகும்.,False
111,அறிவு அழகு காதல் முதலியன தன்தன் இருப்பை வெளிப்படுத்த உருவங்களை அவாவுதலைத் தெளியச் சொல்கிறார்.,False
112,உள்ளுணர்வும் வழிபாடும் என்னும் பகுதியே முப்பகுதி களில் விரிவுடையதாகும்.,False
113,உள்ளமும் உருவமும் ஒருநிலையில் மறைந்தொழிவன.,False
114,அவைகளின் கூட்டுறவால் எழும் உள் ளுணர்வோ அவைகளுடன் மறைந்தொழிவதன்று என உணர்வின் சிறப்பை உரைக்கிறார்.,False
115,உள்ளுணர்வு வெளிப்பாடு வழிபாடு.,False
116,உள்ளுணர்வு வளர்ச்சிக்கு ஒளி போன்றது வழிபாடு என்கிறார்.,False
117,கடவுள் உருவும் அருவும் அருவுருவும் ஆயது.,False
118,இம்மூன்றும் உருவமுடையதே.,False
119,சட உலகங்களை இயக்கும் ஒன்று சடமாக இருத்தல் ஆகாது.,False
120,அது சடத்துக்கு மாறுபட்ட சித்து அறிவு ஆகும்.,False
121,இயற்கை கடவுளின் உடல்.,False
122,அதற்குள் கடவுள் உயிராக நின்று இயக்குகின்றது.,False
123,உடலை விடுத்து உயிரை உணர்தல் இயலுமா?,False
124,கடவுள் உயிர் இயற்கை உடல்.,False
125,இயற்கை வழிபாடு நாளடைவில் செயற்கைச் செக்குகள் ஆயின.,False
126,பொருளற்ற வெறுங்கிரியைகள் இயற்கை வழிபாட்டைச் செயற்கையாக்கின.,False
127,"புறவழிபாடு, அகவழிபாட்டுக்குத் துணையாவது அகவழிபாட்டில் ஏறும் ஏணி அன்னது.",False
128,அகவழிபாடே இறையோடு ஒன்றுவிப்பது.,False
129,ஒன்றல் தனித்த ஒன்றில் நிகழாது.,False
130,ஒன்றலுக்கு இரண்டு தேவை.,False
131,ஒன்றுடன் ஒன்றலே ஒன்றல் என்னும் பொருளுடையதாகும்.,False
132,"மனம் அடங்க யோகத்தில் தலைப்பட்டார், மூச்சைப் பிடிப்பதால் மனம் அடங்கக் கண்டனரோ?",False
133,வலிந்து மூச்சைப் பிடித்தல் முதலிய யாவும் மூர்க்கத்தின் பாற்படும்.,False
134,பிராணாயா மத்திற் கென்று தனிமுயற்சி வேண்டுவதில்லை.,False
135,நறுங்காற்று வீசுமிடத்தில் உலவி வந்தால் போதும் அமர்ந்தால் போதும் இயற்கை தன் கடனை முறை முறையே ஆற்றும்.,False
136,மனம் நினையாமல் வாய் மொழியாது கை கும்பிடாது.,False
