Line Number,Sentence
1,தமிழுக்குத் தொண்டாற்றிய பிறநாட்டு அறிஞர்கள் ஆசிரியர் பி.
2,"இராமநாதன் க.மு ச.இ., தமிழ்மண் நூற் குறிப்பு நூற்பெயர் தமிழுக்குத் தொண்டாற்றிய பிறநாட்டு அறிஞர்கள் ஆசிரியர் பி."
3,இராமநாதன் பதிப்பாளர் கோ.
4,படிகள் நூலாக்கம் வி.
5,சித்ரா செல் அட்டை வடிவமைப்பு கவி.
6,"பாஸ்கர் அச்சிட்டோர் வெங்கடேசுவரா ஆப்செட் பிரிண்டர்சு வடபழனி, சென்னை ."
7,வெளியீடு தமிழ்மண் பதிப்பகம் .
8,சிங்காரவேலர் தெரு தியாகராய நகர் சென்னை .
9,நூன்முகம் எல்லாமே ஏற்கெனவே சொல்லப்பட்டவை தாம் ஆனால் யாரும் கண்டுகொள்வதில்லை எனவே நாம் அவ்வப்பொழுது நினைவூட்ட வேண்டியுள்ளது.
10,", , அந்த்ரே கைடு தமிழுக்கு மறக்கொணாத அருந்தொண்டு ஆற்றிய ஐரோப்பிய அமெரிக்க அறிஞர்கள் பலராவர்."
11,அவர்களில் பெரும்பாலோருடைய அரும்பணிகள் கால அளவில் நிகழ்ந்தவை.
12,ஒவ்வொருவரும் ஒவ்வொரு வகையில் தமிழுக்குச் செய்த பணியில் சிறந்தவர்கள் தாம்.
13,ஏனையோர் அரும்பணிகளும் சுருங்கக் கூறப்பட்டுள்ளன.
14,செய்யாமற் செய்த உதவிக்கு வையகமும் வானகமும் ஆற்றல் அரிது என்ற குறளை நினைவு கூர்க.
15,ஜார்ஜ் எல்.
16,"ஹார்ட், ஏ.கே."
17,பொருளடக்கம் பிரிவுகளாக அமைந்துள்ளது.
18,எனினும் ஏறத்தாழ நூறு அறிஞர்களைப் பற்றிய செய்திகள் உள்ளன.
19,"தக்க ஆதார நூல்கள், இதழ்கள் அடிப்படையில் இந்நூல் உருவாக்கப்பட்டுள்ளது."
20,"அந்தந்த அறிஞரைப் பற்றி மேலும் அறிந்து கொள்ள விரும்புவோர் படித்தற்குரிய நூல்கள், கட்டுரை கள் உரிய இடங்களில் தரப்பட்டுள்ளன."
21,இந்நூலை வெளியிடும் தமிழ்மண் பதிப்பக இளவழகனாருக்கு என்றும் நன்றியுடையேன்.
22,"நூற்பட்டியல் , ."
23,", , ."
24,"மாஸ்கரனேஸ், ரம்போலா கிறிஸ்தவத் தமிழ்த் தொண்டர்கள் திருச்சி மீனாட்சிசுந்தரம், கா சென்னைப் பல்கலைக் கழகம் நஜ்மா."
25,"மு, மற்றும் மூவர் சென்னைப் பல்கலைக் கழகத் தமிழ் இலக்கியத்துறைத் தலைவர் வீ."
26,அரசு வழிகாட்டுதலின்படி ..
27,"ஆய்வு செய்தோர் நடத்திய கருத்தரங்கக் கட்டுரைகள் தொகுப்பு காஞ்சி, சென்னை."
28,"வேங்கடசாமி, மயிலை சீனி கிறித்தவமும் தமிழும்."
29,மோகனவேலு சி.எஸ்.
30,", ."
31,தமிழ்ப்பணி தொடர்பான செய்திகள் பக்.
32,"சண்முகம், செ.வை கிறித்துவ அறிஞர்களின் இலக்கணப்பணி, உலகத்தமிழாராய்ச்சி நிறுவனம், தரமணி, சென்னை ."
33,இராமநாதன் பதிப்புரை இந்நூலைத் தமிழ்மண் பதிப்பகத்திற்காக உருவாக்கித் தந்துள்ளவர் எம்பதிப்பக நூலாசிரியர்களுள் ஒருவரான பி.
34,இராமநாதன் ஆவார்.
35,"இந்நூல்கள் அனைத்துமே தமிழ், தமிழர் தொன்மையையும் முன்மையையும் பல்வேறு புலங்களின் இன்றைய ஆதாரங்களுடன் நிலை நாட்டுவனவாகும்."
36,"இவ்வகையில் முன்னோடியும், வேறு எவரும் செய்யாத தொண்டைத் தமிழுக்கு உரிய காலக்கட்டத்தில் செய்தவர் கால்டுவெல் ஆவார்."
37,ஸஎனினும் இல் ஜி.யு.
38,போப் தமிழிய மொழிக் குடும்பம் என்ற பெயரே சாலப் பொருந்துவது என்று வலியுறுத்தியுள்ளார்.
39,இராமசாமி ஐயரும் பின்னர் இக்கருத்தை வழிமொழிந்துள்ளார். .
40,"கால்டுவெல், போப் ஆகிய சான்றோர்கள் மட்டுமன்றி கி.பி."
41,"ஹார்ட், பிரான்சுவா குரோ, அஸ்கோ பர்போலா, எவா வில்தன், ஜரோஸ்லாவ் வாசக், ஸ்தீபன் ஹில்யர் லெவிட், ஹெச்.பி.ஏ."
42,இளவழகன் பொருளடக்கம் அ.
43,"தமிழின் தொன்மை, முன்மை, தென்மை, மாந்தன் முதன் மொழிக்கு அதன் நெருக்கம் ஆகியவற்றை நிறுவியவர்கள் ."
44,இராபர்ட் கால்டுவெல் ................................................................................................ .
45,ஹென்றி ஹீராஸ் ....................................................................................................... .
46,லாகோவாரி ....................................................................................................... .
47,தாமஸ் பரோ............................................................................................................... .
48,மரே பார்ன்சன் எமெனோ........................................................................................... .
49,ஆந்த்ரே எப் ஸ்ஜோபெர்கு ......................................................................................... .
50,கமில் வாக்லாவ் சுவெலபில் ....................................................................................... .
51,சுசுமு ஓநோ............................................................................................................... .
52,அந்திரநாவ்................................................................................................. .
53,ஜரோஸ்லாவ் வாசெக் .............................................................................................. .
54,ஸ்தீபன் ஹில்யர் லெவிட் ......................................................................................... .
55,அஸ்கோ பர்போலா ................................................................................................. .
56,ஹகோலா ............................................................................................ .
57,பெனான் ஸ்பிக்னீயு சாலெக் .................................................................................... ஆ.
58,ஹென்றிக் ஹென்ரிகஸ் ........................................................................................... .
59,அந்தாவோ தா புரோயன்சா ..................................................................................... .
60,ராபர்ட் தெ நொபிலி ................................................................................................. வீரமாமுனிவர்............................................................................................................ .
61,அபே ஜே.
62,தூபோ ................................................................................................ .
63,பர்த்தொலொமியோ சீகன்பால்கு ............................................................................. .
64,பிரான்சிஸ் வைட் எல்லிஸ் ....................................................................................... .
65,ஜான்பிலிப் பெப்ரிசியஸ்........................................................................................... .
66,ஜான்பீட்டர் ராட்லர் .............................................................................................. .
67,மிரன் வின்சுலோ ...................................................................................................... .
68,கிரிகரி ஜேம்ஸ் ......................................................................................................... .
69,ஹென்றி ஆர்.
70,ஹாய்சிங்டன் .................................................................................... .
71,வில்லியம் டேலர்....................................................................................................... .
72,சாமுவேல் பிஸ்க் கிறீன் ............................................................................................ .
73,வில்லியம் ஹாய்ல்ஸ் துரு ......................................................................................... .
74,பீட்டர் பெர்சிவல் .................................................................................................. .
75,கார்ல் கிரால் ............................................................................................................. .
76,ஹுல்ட்ஸ் ................................................................................................................. .
77,"ஜோவி, தூப்ரேல் ...................................................................................................... ."
78,ஹெர்மன் பேதான் ................................................................................................. .
79,ஹில்கோ வியார்தோ ஸ்கோமரஸ் ........................................................................... .
80,அல்ரிக் நிக்லாஸ் அம்மையார் .................................................................................. .
81,வில்தன் அம்மையார்....................................................................................... .
82,தாமசு லெமான் ......................................................................................................... .
83,ஜூலியன் வின்சன்................................................................................................... .
84,ஜுல்ஸ் லாக்............................................................................................................. .
85,பிரான்சுவா குரோ..................................................................................................... .
86,ஜுன் லக் செவிலார்டு .............................................................................................. .
87,டேவிட் சுல்மன் .................................................................................................. .
88,செமியோன் ருதின் ................................................................................................. .
89,அலெக்சாந்தர் துபியான்ஸ்கி .................................................................................. .
90,ஜார்ஜ் எல் ஹார்ட் .................................................................................................. .
91,இராமானுசன் ............................................................................................... .
92,பிராங்க்ளின் சி.
93,சௌத்வொர்த் ............................................................................... .
94,ஹரால்டு எப்.ஷிப்மான்........................................................................................... .
95,சான்போர்டு ஸ்டீவர் .............................................................................................. .
96,ஜான் ரால்ஸ்டன் மார்............................................................................................. .
97,ஆஷர் ......................................................................................................... .
98,தகநோபு தககஷி .................................................................................................. .
99,எமானுயெலா பநத்தோநி ....................................................................................... .
100,பீட்டர் ஷால்க் ........................................................................................................ .
101,மார்டின் கெஸ்டைன் .............................................................................................. .
102,லெஸ்லி சி.
103,ஆர்....................................................................................................... .
104,கில்பெர்ட் ஸ்லேடர் ................................................................................................ .
105,"டேவிட் வாஷ்புரூக் மற்றும் மூவர் ........................................................................... முதல் தமிழக வரலாறு, சமூகவியல் துறைகளில் ஆய்வு நூல்களை வெளியிட்டவர்கள் ."
106,"தமிழிய திராவிட மொழிகளின் ஒப்பிலக்கணத்தை இல் எழுதித் தமிழின் தமிழரின் மறுமலர்ச்சிக்கு வித்திட்டவர், இரண்டாவது பதிப்பு ."
107,இன்றுள்ள மொழிகளில் தமிழும் தமிழிய மொழிக்குடும்பமுமே மாந்தன் முதன்மொழிக்கு மிக நெருங்கியதாயிருக்கலாம் என்ற முடிவை லேயே தேற்றமாகக் குறிப்பிட்டவர்.
108,தமிழைக் கருதும் பொழுது கால்டுவெலையும் கருதியாக வேண்டும் என்ற பெருமித நிலையில் உள்ளவர்.
109,தமது இருபதாம் வயதில் லண்டன் விடையூழியர் சங்கத்தில் சேர்ந்தார்.
110,கிளாஸ்கோ பல்கலைக் கழகத்தில் அச்சங்கம் அனுப்பிய மாணவராகச் சேர்ந்து ஈராண்டு பயின்று பி.ஏ ...
111,பட்டம் பெற்றார்.
112,"தமிழின், தமிழரின் நல்லூழ், காரணமாக கால்டுவெல் தமிழ்நாட்டில் பணி செய்ய அனுப்பப் பட்டார்."
113,மூன்று ஆண்டுகள் சென்னையில் தங்கிய பின்னர் திருநெல்வேலியில் இடையன் குடிக்கு அவர் இறை பணியாற்றச் சென்றார்.
114,அவர் நூல் என்றும் நிலைத்து நிற்கும் தன்மை பெற்றது.
115,தமிழ் மொழியியல் இலக்கண ஆய்வு குறித்து எழுதப்பட்ட நூல்களில் தலையாயது.
116,"பரந்துபட்ட சான்றுகள், நுட்பமான விளக்கம், கூரிய ஆராய்ச்சி, ஒப்பியலாய்வு நிறைந்த நூல்."
117,"இருபதாம் நூற்றாண்டிலும், நம் காலத்திலும் நூஸ்திராதிக், ஞாலமுதன் மொழி ஆய்வுகளில் ஈடுபட்டுள்ளோர் அனைவருக்கும் முன்னோடி அவர்."
118,அவருடைய நூலை அவர்கள் ஆழ்ந்து கற்பார்களானால் இன்றும் அவர்களுக்குப் புதிய ஒளி தர வல்லவை அவர் ஆய்வுகள்.
119,இன்று பல துறை சார்ந்த பன்னாட்டறிஞர்களின் ஜே.எச்.
120,",,ஐ ஒட்டித் தோன்றிய பின்னர் அவர்களில் இருந்து பிரிந்த ஒரு சிறு குழுவினர், இ.மு."
121,ஐ ஒட்டி ஆப்பிரிக்காவிலிருந்து கிழக்காக தென்னிந்திய கடலோரக் கண்டத்திட்டு ஆஸ்திரேலியாவரைப் பரவினர்.
122,மாந்த முதன்மொழி இ.மு.
123,க்கு முன்னரே தோன்றி விட்டது.
124,தென்னிந்தியாவிலும் இந்தியாவிலும் தமிழ் மொழி பேசுநர் கி.மு.
125,லிருந்தே தொல் குடிகளாக வாழ்ந்து வருகின்றனர்.
126,"பின் இயல்களில் லெவிட், ஹகோலோ பற்றிய குறிப்புகளையும் காண்க. ."
127,"தேவநேயப் பாவாணர், எச்.எஸ்."
128,"டேவிட், இரா."
129,"மதிவாணன், அருளி, கு."
130,"அரசேந்திரன், ஸ்தீபன் ஹில்யர் லெவிட், எச்.பி.ஏ."
131,தமிழ்மொழி வரலாற்றில் என்றும் நிலைத்து நிற்கும் பெயர் கால்டுவெல்.
132,இவருடைய வரலாறை கால்டுவெல் ஐயர் சரிதம் என்னும் பெயரில் பக்கங்களில் திறம்பட தீந்தமிழில் இரா.பி.
133,சேதுப்பிள்ளை எழுதி இல் வெளியிட்டா.
