Line Number,Sentence
1,இளங்குமரனார் தமிழ்வளம் தகடூர் யாத்திரை இரா.,False
2,இளங்குமரன் வளவன் பதிப்பகம் சென்னை .,False
3,நூற் குறிப்பு நூற்பெயர் இளங்குமரனார் தமிழ்வளம் உரையாசிரியர் இரா.,False
4,இளங்குமரன் பதிப்பாளர் இ.,False
5,"படிகள் நூலாக்கம் பாவாணர் கணினி தி.நகர், சென்னை .",False
6,அட்டை ஓவியம் ஓவியர் மருது அட்டை வடிவமைப்பு வ.,False
7,"மலர் அச்சிட்டோர் ஸ்ரீ வெங்கடேசுவரா ஆப்செட் பிரிண்டர்சு இராயப்பேட்டை, சென்னை .",False
8,"வெளியீடு வளவன் பதிப்பகம் எண் சிங்கார வேலர் தெரு, தியாகராயர் நகர், சென்னை .",False
9,இவர் தந்நலம் கருதாமல் தமிழ் நலம் காத்து வருபவர்.,False
10,தம்மைமுன்னிறுத்தாது தமிழை முன்னிறுத்தும் பெருந்தமிழறிஞர்.,False
11,தமக்கென வாழாது தமிழ்க்கென வாழ்பவர்.,False
12,ஒருநாளின் முழுப்பொழுதும் தமிழாகவே வாழும் தமிழ்ப் போராளி.,False
13,சங்கச் சான்றோர் வரிசையில் வைத்து எண்ணத்தக்க அருந்தமிழறிஞர்.,False
14,தமிழ் இலக்கண இலக்கிய மரபைக் காத்து வரும் மரபு வழி அறிஞர்.,False
15,மொழிநூல் கதிரவன் பாவாணரின் வேர்ச்சொல் ஆய்வில் அவர் காட்டிய வழியில் தம் தமிழாய்வைத் தொடர்பவர்.,False
16,தமிழர் இல்லம்தோறும் இருக்கத்தக்க இவ்வருந்தமிழ்ச் செல்வங்களைத் தமிழ் இளம் தலைமுறைக்கு வைப்பாகக் கொடுத்துள்ளோம்.,False
17,ஒண்டமிழ்த்தாய் சிலம்படியின் முன்னேற்றம் ஒவ்வொன்றும் உன்முன் னேற்றம்!,False
18,இதுதான்நீ செயத்தக்க எப்பணிக்கும் முதற்பணியாம் எழுக நன்றே.,False
19,எனும் பாவேந்தரின் தமிழியக்க உணர்வுகளை நெஞ்சில் ஏந்தி வாழ முற்படுவோம்.,False
20,பெறும் பேறு வளம் எங்கே இருக்கிறது?,False
21,வளம் எங்கேயும் இருக்கிறது!,False
22,அஃது இல்லாத இடமே இல்லை!,False
23,வளம் எங்கும் இருப்பதை எப்படி அறியலாம்?,False
24,"வளத்தைத் தேடும் உளம் இருந்தால், வளம் எங்கேயும் இருப்பதை அறியலாம்?",False
25,வளத்தின் அளவு என்ன?,False
26,வளத்தின் அளவும் உளத்தின் அளவேயாம்!,False
27,"உளத்தில் வளம் இல்லையானால், உள்ள வளமும் உடையவனுக்கும் உதவாது ஊருக்கும் உலகுக்கும் உதவாது!",False
28,வளத்தைத் தரும் உளத்தை ஒருவர் வாய்க்கப் பெற்றால் போதும்!,False
29,அவ்வளம் குன்றியளவானால் என்ன?,False
30,குன்றத்தனைய வளமானால் என்ன?,False
31,தினை அளவானால் என்ன?,False
32,பனை அளவானால் என்ன?,False
33,வளம் வளமே!,False
34,தேனீ வளம்?,False
35,"தினைத்தனை அளவுப் பூவில், தேனீ கொள்ளும் தேன் எவ்வளவு இருக்கும்?",False
36,கோத்தும்பி கொணரும் தேன் வளம் எவ்வளவு இருக்கும்?,False
37,"கோத்தும்பி கொணர்வதே வளம், தேனீ கொணர்வது வளமில்லை என எவராவது கூறுவாரா?",False
38,வளம் வளமே!,False
39,"அவரவர் உழைப்பு, அறிவுத்திறம், உண்மையறிவு, பட்டறிவு, காலஇடசூழல் கொடை ஆகியவற்றைப் பொறுத்தது அது.",False
40,பொருள் மட்டுமா வளம்?,False
41,புலமை வளமில்லையா?,False
42,ஊக்குதல் உதவுதல் உறுதுணையாதல் ஒன்றுதல் ஆயவை வளமில்லையா?,False
43,எல்லாம் வளமே!,False
44,மல்லல் வளனே என்பது தொல்காப்பியம்.,False
