Line Number,Sentence
1,தேவநேயம் பதிப்பாசிரியர் புலவர்.
2,இளங்குமரன் தமிழ்மண் பதிப்பகம் நூற்குறிப்பு நூற்பெயர் தேவநேயம் தொகுப்பாசிரியர் புலவர்.
3,இளங்குமரன் பதிப்பாளர் கோ.
4,இளவழகன் முதற்பதிப்பு மறுபதிப்பு தாள் . கி.
5,மேப்லித்தோ அளவு தெம்மி பக்கம் படிகள் விலை உரு.
6,"நூலாக்கம் பாவாணர் கணினி தியாகராயர் நகர், சென்னை ."
7,"அட்டை வடிவமைப்பு தமிழ்க்குமரன் அச்சு வெங்கடேசுவரா ஆப்செட் பிரிண்டர் இராயப்பேட்டை, சென்னை ."
8,"அஃது அவர் வரலாற்றிலும், அவர் பெயரால் உலகத்தமிழ் ஆராய்ச்சி நிறுவனஅறக்கட்டளைப்பொழிவாகியதேவநேயப்பாவணரின்சொல்லாய்வுகள் என்னும்பாழிவு நூலிலும்வெளிப்பட்டது."
9,"அதன் பின்னர்த் தமிழ்நாட்டு அரசு, பாவாணர் அகரமுதலித் திட்ட மேலாய்வுக்கென அமைத்த ஐவர் குழுவின் அறிக்கையிலும் வலியுறுத்தப்பட்டது."
10,தேவநேய உருவாக்க முன்வரைவுகள் இவை.
11,"தேவநேயரின் அகரமுதலி அவராலேயே முற்றுற முடிக்கப் பெற்றிருப்பின், மற்றொன்று வேண்டா என்னும் நிலையில் அஃதொன்றே தேவநேயமாகத் திகழ்ந்திருக்கும்!"
12,அதனைப் பெரும்பேறு தமிழ்மண்ணுக்கு வாய்க்காமையால் கிடைத்த கிடைக்கின்ற அளவிலேனும் தேவநேயத்தை உருவாக்கி விடுதல் வேண்டும்.
13,அதனை உருவாக்குதல் எவ்வண்ணம்?
14,தேவநேயப் படைப்பெல்லாம் சொல்லாய்வாகவே வெளிப் பட்டவை.
15,"அவர், எப்பொருளை எடுத்துக் கொண்டு பேசினாலும் எழுதினாலும் அவர்க்கு முந்துற நிற்பது சொல்லாய்வே!"
16,சொல் லாய்வு இல்லாத உரையாட்டும் கூட அவர்மாட்டு அமைந்தது இல்லை!
17,"ஆகலின், அவர்தம் படைப்புகளில் உள்ள சொல்லாய்வுக் குறிப்புகளை எல்லாம் அகர முறையில் தொகுக்க வேண்டும்."
18,அவ்வாறு அமைந்துவிடு மானால் சொல்லாய்வாளர்க்குத் தேடிவைத்த திருவாகத் திகழ்தல் உறுதியாம்.
19,அவர்வழியில் ஆயத்தலைப் படுவார்க்குக் கிடைத்தற் கரிய கருவிநூலாம்.
20,அது தலையாய கடமையாம்.
21,"திருவாசகம் இன்றில்லையேல் சாழல், தெள்ளேணம் முதலிய சொற்களை வேறெங்குக் காணமுடியும்?"
22,என ஏங்குபவர் பாவாணர்.
23,ஆயிரம் ஆயிரம் சொற்களை மணிமொழியார் தம் நூலில் படைத்திருந்தாலும் சாழலும் தெள்ளேணமும் தனித்துயர்ந்து தலைதூக்கி நிற்பானேன்?
24,அவ்வாட்சி பிறர்மாட்டுக் காண இயலாப் பெற்றியவை.
25,"பத்தோடு பதினொன்று என்று இல்லாமல், அவருக்கே உரிமை பூண்ட ஆட்சிச் சொற்கள் அவை."
26,ஆதலால் அவையே மணிவாசகனார்க்குத் தனிவீறும் தனிப்பேறும் அருளிக் கொண் டுள்ளனவாம்.
27,அவ்வாறு பாவாணர்க்கே உரியபாவாணரையே அடையாளம் காட்டக் கூடியசொற்கள் ஒன்றா?
28,பண்டாரகரா பண்டுவரா பாவாணரை நினைவு கூராமல் முடியுமா?
29,குளம்பி வேண்டுமா?
30,கொழுந்துநீர் வேண்டுமா?
31,என்று வினவுவாரிடைப் பாவாணர் அன்றோ மென்னகை புரிகிறார்.
32,நான் அணியமாக இருந்தேன் நீங்கள் இப்பொழுது வந்தது ஏந்தாக இருந்தது என்பாரிடைப் பாவாணர் இரண்டறக் கலந்து திகழ்கிறார்.
33,இந்த மொட்டான்தான் அந்த மேடைக்கு அமைவாக இருக்கும் என்பவர் இன்றமிழ் உள்ளத்தில் பாவாணர் வீற்றிருக் கிறார்.
34,பொந்திகை யாக உண்டு சடுத்தமாக வருவாருடனே பாவாணரும் அன்றோ பொந்திகையாக வருகின்றார்.
35,"பிறப்பியம் எழுதி ஐந்திறம் அறிவாரிடத்தும், தொன்மம் படித்துத் தோற்றரவை நம்புவாரிடத்தும் கூடத் தமிழால் ஒன்றியுள்ளார் பாவாணர்."
36,அறிவன் காரி பார்த்து நீராடுவாரிடத்தும் செந்தணப்பில் வீற்றிருப்பாரிடத்தும் பாவாணர் உறைகின்றார்.
37,தூவல் கொண்டு எழுதுவாரிடத்தும் பாடகராகிய பாடுவாரிடத்தும் பாவாணர் ஒன்றியுள்ளார்.
38,குமுகாய மேம்பாட்டுக்கு எடுப்பை அகற்றி அடிப்பைப் பயன்படுத்த வேண்டும் என்று சூளிட்டுக் கொள்வாரிடத்தே பாவாணர் சுடர்விடுகின்றார்.
39,அரத்தம் படைச்சால் வைத்தூற்றி மணிப்பவழம் இன்ன வற்றை அகரமுதலியில் இணைப்பாரிடத்தே பாவாணர் இணைந் திருக்கிறார்.
40,"இங்குச் சுட்டிக் காட்டிய ஐம்பது சொற்கள்தாமோ, தேவ நேயம்."
41,இப்படி எத்துணை எத்துணை ஐம்பதுகள்!
42,அதற்கு அரசும் அமைப்புகளும் ஆர்வலர்களும் முந்து நின்று பணி செய்வார்களாக என்பது எம் வேண்டுகையாக இருந்தது.
43,"டாக்டர், ."
44,மருத்துவர் .
45,"காபி, ."
46,"தேநீர், ."
47,"தயார், ."
48,"வசதி, ."
49,"டூல், ."
50,"மேசை, ."
51,"புரூட் சாலிட், ."
52,"ஐகிரீம், ."
53,"திருப்தி, ."
54,"விரைவு, ."
55,"சாதகம், ."
56,"பஞ்சாங்கம், ."
57,"புராணம், ."
58,"அவதாரம், ."
59,"புதன், ."
60,"சனி, , ஏர்கண்டிசன், ."
61,"பேனா, ."
62,"பாகவதர், ."
63,"சமுதாயம், ."
64,"எடுப்புமலக்கூடம், ."
65,"பிளஅவுட், ."
66,"இரத்தம், ."
67,"பர்லாங், ."
68,"புனல், ."
