Line Number,Sentence
1,"மாணிக்க விழுமியங்கள் நூற்றாண்டு நினைவு வெளியீடு மாணிக்கனாரின் முகவுரைகள், முன்னுரைகள்...",False
2,"முதல் பதிப்பு தலைவர்கள்,அறிஞர்கள் இதழ்கள் பார்வையில்...",False
3,முதல் பதிப்பு ஆசிரியர் மூதறிஞர் செம்மல் வ.சுப.,False
4,மாணிக்கனார் பதிப்பாளர் கோ.,False
5,இளவழகன் மாணிக்க விழுமியங்கள் ஆசிரியர் மூதறிஞர் செம்மல் வ.சுப.,False
6,மாணிக்கனார் பதிப்பாளர் கோ.,False
7,இளவழகன் முதல்பதிப்பு பக்கம் விலை வெளியீடு தமிழ்மண் பதிப்பகம் எண்.,False
8,", சிங்காரவேலர் தெரு, தியாகராயர் நகர், சென்னை .",False
9,"தொ.பே. , செல் மின்னஞ்சல் நடயஎயணாயபயவேஅபஅயடை.உடிஅ தாள் . கி.",False
10,"மேப்லித்தோ, அளவு தெம்மி எழுத்து . புள்ளி, பக்கம் கட்டமைப்பு இயல்பு படிகள் நூலாக்கம் கோ.",False
11,"சித்திரா, ப.",False
12,கயல்விழி அட்டை வடிவமைப்பு செல்வன் பா.,False
13,"அரி ஹரிஷ் அச்சு வெங்கடேசுவரா ஆப்செட், ஆயிரம் விளக்கு, சென்னை .",False
14,நுழைவுரை தமிழ் மரபுகளைத் தலைமுறை தலைமுறையாகக் காத்து வரும் தமிழ்ச்சமூகங்களில் தலையாய சமூகம் நாட்டுக் கோட்டை நகரத்தார் சமூகம்.,False
15,மாணிக்கனார் ஆவார்.,False
16,மூதறிஞர் மாணிக்கனார் தமிழ் ஆராய்ச்சி உலகில் தமிழ்ப் பேரொளியாய் விளங்கியவர் அவருடைய ஆய்வு நெறி தமிழ் மரபு சார்ந்தது.,False
17,"தொல்காப்பியத்தின் புதுமைக் கூறுகளையும், பாரதியின் பழமைக் கூறுகளையும் கண்டு காட்டியவர்.",False
18,உரையாசிரியர்களைப் பற்றி நிரம்பச் சிந்தித்த உரையாசிரியர்.,False
19,"தொல்காப்பியத்திற்கும், திருக்குறளுக்கும் தெளிவுரை கண்டவர்.",False
20,என்று மணிவாசகர் பதிப்பகத்தின் நிறுவனர் அய்யா ச.,False
21,மெய்யப்பன் அவர்கள் இப்பெருந்தமிழ் ஆசானின் அறிவின் பரப்பை வியந்து பேசுகிறார்.,False
22,வளர்ந்து வரும் தமிழாய்வுக் களத்திற்கு வ.சுப.,False
23,மாணிக்கனார் பதித்த பதிப்புச் சுவடுகள் புதிய வழிகாட்ட வல்லன.,False
24,தாம் எழுதிய நூல்களின் வழி தமிழின் தனித்தன்மையை நிலைநாட்டியவர்.,False
25,மறைமலையடிகளின் ஆய்வுத் திறனும் கொள்கை உறுதியும் திரு.வி.க.வின் மொழிநடையும் சமுதாய நோக்கும் இவர் நூல்களில் மிகுந்து காணப்படுகின்றன.,False
26,இத்தொகுப்புகளைப் பயில்வோர் இவ்வுண்மையை முழுதாய் உணர முடியும்.,False
27,இதன் பெருமைக்குப் பெருமை சேர்க்கும் வகையில் மூதறிஞர் செம்மல் வ.சுப.,False
28,"மாணிக்கனாரின் அறிவுச் செல்வங்களை வெளியிடுவதன் மூலம் உவகையும், களிப்பும், பூரிப்பும் அடைகிறேன்.",False
29,இவர் நூல்களை நாங்கள் வெளியிடுவதை எங்களுக்குக் கிடைத்த நற்பேறாக எண்ணி எண்ணி மகிழ்கிறேன்.,False
