Line Number,Sentence
1,மயிலை சீனி.
2,வேங்கடசாமி ஆய்வுக் களஞ்சியம் தமிழகக் கலை வரலாறு சிற்பம் கோயில் பதிப்பு வீ.
3,அரசு இளங்கணி பதிப்பகம் நூற்பெயர் மயிலை சீனி.
4,வேங்கடசாமி ஆய்வுக்களஞ்சியம் ஆசிரியர் மயிலை சீனி.
5,வேங்கடசாமி பதிப்பாசிரியர் பேரா.
6,படிகள் மேலட்டை கவி பாஸ்கர் நூலாக்கம் வி.
7,சித்ரா வி.
8,"ஹேமலதா அச்சிட்டோர் ஸ்ரீ வெங்கடேசுவரா ஆப்செட் பிரிண்டர் வடபழனி, சென்னை ."
9,"நூல் கிடைக்குமிடம் தமிழ்மண் பதிப்பகம், , சிங்காரவேலர் தெரு, தியாகராயர் நகர், சென்னை ."
10,"பதிப்புரை ஆம் நூற்றாண்டின் இறுதிப் பகுதியும், ஆம் நூற்றாண்டின் தொடக்கப் பகுதியும் தமிழுக்கும், தமிழினத்திற்கும் புகழ்பூத்த பொற் காலமாகும்."
11,"தமிழ்மொழியின் மீட்டுருவாக்கத்திற்கும், தமிழின மீட்சிக்கும் வித்தூன்றிய காலம்."
12,தமிழ்மறுமலர்ச்சி வரலாற்றில் ஓர் எல்லைக் கல்.
13,இப் பொற்காலத்தில்தான் அறிஞர் மயிலை சீனி.
14,வேங்கடசாமி அவர்கள் ..இல் தோன்றி ..இல் மறைந்தார்.
15,வாழ்ந்த காலம் ஆண்டுகள்.
16,தமிழ்கூறும் நல்லுலகம் வணங்கத்தக்கவர்.
17,"இவர் எழுதிய நூல்கள் அனைத்தும் தமிழினம் தன்னை உணர்வதற்கும், தலைநிமிர்வதற்கும், ஆய்வாளர்கள் ஆய்வுப் பணியில் மேலாய்வை மேற்கொள்வதற்கும் வழிகாட்டுவனவாகும்."
18,ஆய்வுநோக்கில் விரிந்த பார்வையுடன் தமிழுக்கு அழியாத அறிவுச் செல்வங்களை வைப்பாக வைத்துச் சென்றவர்.
19,தமிழ் தமிழரின் அடையாளங்களை மீட்டெடுத்துத்தந்த தொல்தமிழ் அறிஞர்களின் வரிசையில் குறிப்பிடத்தக்கவர்.
20,"தமிழ்மண்ணில் இல் நடந்த முதல் இந்தி எதிர்ப்புப் போரை நடத்திச்சென்ற தலைவர்கள், அறிஞர்கள் வரிசையில் இவரும் ஒருவர்."
21,"வரலாறு, இலக்கியம், கலை, சமயம் தொடர்பான ஆய்வு நூல்களையும், பொதுநலன் தொடர்பான நூல்களையும், பன்முகப் பார்வையுடன் எழுதியவர்."
22,பேராசிரியர் முனைவர் வீ.
23,அரசு அவர்கள் எழுதிய சாகித்திய அகாதெமி வெளியிட்டுள்ள இந்திய இலக்கியச் சிற்பிகள் நூல்வரிசையில் மயிலை சீனி.
24,முறையான தமிழ் இலக்கிய வரலாற்றை இனி எழுதுவதற்கு எதிர்கால ஆய்வாளர்களுக்கு வழிகாட்டிச் சென்றவர் என்பார் கா.
25,சுப்பிரமணியபிள்ளை அவர்கள்.
26,மயிலை சீனி.
27,"வேங்கடசாமி ஆண்டில் இளையவராக இருந்தாலும், ஆராய்ச்சித் துறையில் முதியவர், நல்லொழுக்கம் வாய்ந்தவர்."
28,சென்னைப் பல்கலைக்கழக தமிழ் இலக்கியத்துறைத் தலைவர் வீ.
29,அவருக்கு எம் நன்றி.
30,இவ்வருந்தமிழ்ச் செல்வங்களை அனைவரும் வாங்கிப் பயனடைய வேண்டுகிறோம்.
31,இவ்வாராய்ச்சி நூல்கள் எல்லா வகையிலும் சிறப்போடு வெளி வருவதற்கு உதவிய அனைவர்க்கும் நன்றி.
32,பதிப்பாளர் தமிழகக் கலை வரலாறு சிற்பம் கோயில் மயிலை சீனி.
33,வேங்கடசாமி அவர்கள் இடைப்பட்ட காலங்களில் பல்வேறு துறைகள் தொடர்பாக தொடர்ந்து ஆய்வுக் கட்டுரைகளையும் நூல்களையும் வெளியிட்டுள்ளார்.
34,பல்வேறு கட்டுரைகள் தொகுக்கப் படாமலும் இருந்தன.
35,"இந்நூலில் குறிப்பிட்ட பொருண்மையை அடிப்படையாகக் கொண்டு, அந்ததுறை தொடர்பான அனைத்து விவரங்களும் தொகுத்து கொடுக்கப்படுகின்றன."
36,சிற்பம் மற்றும் கோயில் கலை தொடர்பாக மயிலை சீனி.
37,வேங்கடசாமி எழுதியவை இத்தொகுதியில் இடம் பெறுகிறது.
38,இந்நூலில் இடம் பெற்றுள்ள செய்திகளைப் பின்காணும் வகையில் தொகுக்கலாம்.
39,கலைகளைப் போற்றவேண்டியதன் தேவை சிற்பக்கலைகள் எவ்விதம் உருவாக்கப்படுகின்றன?
40,இந்தப் பிண்புலத்தில் கலைகளை எவ்வாறு பாதுகாக்க வேண்டும் என்பதற்கான விரிவான திட்டங்களை முன்வைப்பதைக் காணமுடிகிறது.
41,தமிழகச் சூழலில் சிற்பங்கள் என்னென்ன பொருட்களில் உருவாக்கப்படுகின்றன?
42,அவ்வகையான சிற்பங்களைக் குறித்து எவ்வகையில் புரிந்து கொள்வது?
