Line Number,Sentence
1,தேவநேயம் பதிப்பாசிரியர் புலவர்.
2,இளங்குமரன் தமிழ்மண் பதிப்பகம் நூற்குறிப்பு நூற்பெயர் தேவநேயம் தொகுப்பாசிரியர் புலவர்.
3,இளங்குமரன் பதிப்பாளர் கோ.
4,இளவழகன் முதற்பதிப்பு மறுபதிப்பு தாள் . கி.
5,மேப்லித்தோ அளவு தெம்மி பக்கம் படிகள் விலை உரு.
6,"நூலாக்கம் பாவாணர் கணினி தியாகராயர் நகர், சென்னை ."
7,"அட்டை வடிவமைப்பு தமிழ்க்குமரன் அச்சு வெங்கடேசுவரா ஆப்செட் பிரிண்டர் இராயப்பேட்டை, சென்னை ."
8,கிறித்து பெருமான் சமய மீட்பர் காரல்மார்க்கசு பொருளியல் மீட்பர் மொழிமீட்பர் யானே என்னும் பெருமித மிக்கார் பாவாணர்.
9,இருபதாம் நூற்றாண்டைத் தம் ஆய்வு மதுகையால் தேவநேய ஊழி ஆக்கிய புகழும் வேண்டாப் புகழ் மாமணி தேவநேயப் பாவணர்.
10,"கோவலங்கண்ணனார் அவர்கள் தமிழ் விழா ஒன்றற்காகச் சென்னை வந்த போது யானும், முனைவர் கு."
11,தேவநேயர் படைப்புகள் அனைத்திலும் உள்ள சொல்லாய்வுகளைத் திரட்டி அகர நிரல் படுத்திப் பதின்மூன்று தொகுதிகள் ஆக்கினேன்.
12,இளவழகனாரிடம் ஒப்படைக்கப்பட்டு வெளியிடப்பட்டது.
13,"மொழி இன நாட்டுப் பற்றாளர் அனைவரிடமும் இருக்க வேண்டிய நூல், பல் பதிப்புகள் காண வேண்டும்."
14,வருங்கால இளைஞர்க்கு வழிகாட்டும் ஒளிவிளக்காகத் திகழ வேண்டும்.
15,அதற்குத் தூண்டலும் துலக்கலுமாக இருக்க வேண்டியவர்கள் தமிழ் மீட்டெடுப்புப் பற்றுமையரும் தொண்டருமாவர்.
16,வெளியீட்டாளர்க்கும் பரப்புநர்க்கும் பெருநன்றியுடையேன்.
17,வாழிய நலனே!
18,இன்ப அன்புடன் வாழிய நிலனே!
19,இளங்குமரன் பதிப்புரை ஆம் நூற்றாண்டில் தோன்றிய இணையற்றத் தமிழ்ப் பேரறிஞர் மொழிஞாயிறு தேவநேயப் பாவாணர்.
20,இவர் வடமொழி ஆதிக்கத்திலிருந்து தமிழை மீட்டெடுப்பதற்காகத் தம் வாழ்வின் முழுப் பொழுதையும் செலவிட்டவர்.
21,"இவர் எழுதிய நூல்கள், கட்டுரைகள் அனைத்தையும் தொகுத்து ஒரு சேர தமிழ்மண் பதிப்பகம் வெளியிட்டதைத் தமிழ் உலகம் அறியும்."
22,முதுமுனைவர் இரா.
23,இளங்குமரனார் பாவாணர் வழி நிலை அறிஞர்.
24,வாழும் தமிழுக்கு வளம் பல சேர்ப்பவர்.
25,பாவாணரின் அறிவுச் செல்வங்களை யெல்லாம் தேவநேயம் என்னும் தலைப்பில் தமிழ் உலகம் பயன்கொள்ளும் வகையில் தொகுத்துத் தந்துள்ளார்.
26,இத்தேவநேயத் தொகுப்புகள் தமிழர்களுக்குக் கிடைத்த வைரச்சுரங்கம்.
27,இத் தொகுப்புகளை வெளியிடு வதில் பெருமைப் படுகிறோம்.
28,"அறிஞருலகமும், ஆய்வுலகமும் இவ்வருந்தமிழ்க் கருவூலத்தை வாங்கிப் பயன் கொள்வீர்."
29,பதிப்பாளர் கோ.
30,"துறவியர் அகப் பொருட்டலை வரல்லரேனும், தூதுசெல்லல் சந்துசெய்தல் முதலிய புறப்பொருட்குத் தலைவராவர்."
31,"இச் சட்டதிட்டம் வடநாட்டில் விரைந்து முழுவதும், தென் னாட்டிற் படிப்படியாகப் பேரளவும், ஆட்சிக்குக் கொண்டுவரப் பட்டது."
32,"இங்ஙனம், இயற்கையாகத் தொழில்பற்றியிருந்த குலப் பாகுபாடு நிறம் பற்றி மாற்றியமைக்கப்பட்டது."
33,"வரணம், நிறம்."
34,"வள்ளுதல் வளைத்தல், வளைத்தெழுதுதல்."
35,"வளைத்தல் வளைத்தெழுதுதல், வண்ணப்படம் வரைதல், வரைதல்."
36,உருவப் பல்பூ வொருகொடி வளைஇ நெடுதல்.. வள்வண்.
37,வண்வண்ணம் .
38,எழுதிய படம்.
39,படமெழுதுங் கலவை.
40,பலகை வண்ண நுண்டுகிலிகை சீவக.
41,"எழுதுங் கலவை நிறம், நிறம்."
42,வான்சுதை வண்ணங் கொளல் குறள்.
43,வண்ண மாலை நெடுங்கணக்கு.
44,வர்ண மாலா.
45,வரிதல் எழுதுதல்.
46,வரித்தல் .
47,வள்ளுகிர் வரித்த சாந்தின் வனமுலை சீவக.
48,ஓவியம் வரைதல்.
49,வல்லோன் தைஇய வரிவனப்புற்ற வல்லிப் பாவை புறப்.
50,கோலஞ் செய்தல்.
51,புன்னை யணிமலர் துறை தொறும் வரிக்கும் ஐங்குறு.
52,வரி .
53,நுண்ணிய வரியொடு திரண்டு சீவக..
54,வரிமா வரிப்புலி வேங்கை.
55,தொய்யிற் கொடி வரை.
56,மணிவரி தைஇயும் கலித்.
57,கை வரி.
58,"எழுத்து, எழுத்தின் வரிவடிவு."
59,வரியணி சுடர் வான்பொய்கை பட்டினப்.
60,வருவுதல் வரைதல்.
61,வருவுமுள் பொன்னத் தகட்டிற் கோடிழுக்கும் இருப்பூசி.
62,வரைதல் எழுதுதல்.
63,வரி அணம் வரணம் .
64,"எழுத்து, ஓவியம்."
65,நிறம் பற்றிய நால் வகுப்பு.
66,வண்ணம் வரணம்.
67,ஒ.நோ திண்ணை திரணை.
68,"வண்ணித்தல் ஓவியம் வரைந்து கோலஞ் செய்தல் போல், ஒரு பொருளைப்பற்றி அழகாகப் புனைந் துரைத்தல்."
69,வண்ணித்த லாவ தில்லா சீவக..
70,வரணம் வரணி.
71,வரணித்தல் அழகாகப் பலபடப் புனைந் துரைத்தல்.
72,வண்ணி வண்ணனை.
73,வரணி வரணனை.
74,"வண்ணம் என்னும் சொல்லிற்குரிய பொருள்கள், பெரும்பாலும், வரி வரணம் என்னும் சொற்கட்கு முண்டு."
